Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,131.179993,132.970001,130.850006,132.449997,99.299347,6155300
2010-01-05,131.679993,131.850006,130.100006,130.850006,98.099792,6841400
2010-01-06,130.679993,131.490005,129.809998,130.000000,97.462532,5605300
2010-01-07,129.869995,130.250000,128.910004,129.550003,97.125160,5840600
2010-01-08,129.070007,130.919998,129.050003,130.850006,98.099792,4197200
2010-01-11,131.059998,131.059998,128.669998,129.479996,97.072685,5730400
2010-01-12,129.029999,131.330002,129.000000,130.509995,97.844872,8081500
2010-01-13,130.389999,131.119995,129.160004,130.229996,97.634964,6455400
2010-01-14,130.550003,132.710007,129.910004,132.309998,99.194389,7111800
2010-01-15,132.029999,132.889999,131.089996,131.779999,98.797028,8494400
2010-01-19,131.630005,134.250000,131.559998,134.139999,100.566330,13916200
2010-01-20,130.460007,131.149994,128.949997,130.250000,97.649979,15197500
2010-01-21,130.470001,130.690002,128.059998,129.000000,96.712860,9608600
2010-01-22,128.669998,128.889999,125.370003,125.500000,94.088844,10088600
2010-01-25,126.330002,126.889999,125.709999,126.120003,94.553688,5738500
2010-01-26,125.919998,127.750000,125.410004,125.750000,94.276276,7135300
2010-01-27,125.820000,126.959999,125.040001,126.330002,94.711105,8719200
2010-01-28,127.029999,127.040001,123.050003,123.750000,92.776848,9622200
2010-01-29,124.320000,125.000000,121.900002,122.389999,91.757233,11571200
2010-02-01,123.230003,124.949997,122.779999,124.669998,93.466576,7242900
2010-02-02,124.790001,125.809998,123.949997,125.529999,94.111336,5899900
2010-02-03,125.160004,126.070000,125.070000,125.660004,94.208817,4177100
2010-02-04,125.190002,125.440002,122.900002,123.000000,92.214569,9126900
2010-02-05,123.040001,123.720001,121.830002,123.519997,92.604401,8617000
2010-02-08,123.150002,123.220001,121.739998,121.879997,91.783577,5718500
2010-02-09,122.650002,124.199997,122.459999,123.209999,92.785126,6044500
2010-02-10,122.940002,123.650002,122.209999,122.809998,92.483902,5219100
2010-02-11,122.580002,124.199997,122.059998,123.730003,93.176750,5089000
2010-02-12,123.010002,124.050003,121.610001,124.000000,93.380051,8017700
2010-02-16,124.910004,125.230003,124.110001,125.230003,94.306366,6777300
2010-02-17,125.500000,126.529999,125.209999,126.330002,95.134705,5827400
2010-02-18,126.129997,128.000000,126.000000,127.809998,96.249252,5525900
2010-02-19,127.349998,128.059998,126.870003,127.190002,95.782349,6303100
2010-02-22,127.300003,127.430000,126.309998,126.849998,95.526283,3808100
2010-02-23,126.480003,127.660004,126.000000,126.459999,95.232605,4591900
2010-02-24,127.019997,128.270004,126.809998,127.589996,96.083580,4782000
2010-02-25,126.050003,127.239998,125.570000,127.070000,95.691994,5658700
2010-02-26,127.010002,128.000000,126.739998,127.160004,95.759758,4784200
2010-03-01,127.500000,128.830002,127.470001,128.570007,96.821602,4577700
2010-03-02,128.699997,129.089996,127.129997,127.419998,95.955544,6013300
2010-03-03,127.730003,128.020004,126.680000,126.879997,95.548859,6390000
2010-03-04,127.070000,127.070000,125.470001,126.720001,95.428398,6032300
2010-03-05,127.169998,127.550003,127.040001,127.250000,95.827553,6140200
2010-03-08,127.059998,127.500000,126.360001,126.410004,95.194946,6199300
2010-03-09,126.269997,126.290001,125.199997,125.550003,94.547333,7528800
2010-03-10,125.989998,126.360001,125.209999,125.620003,94.600052,6916200
2010-03-11,125.709999,127.809998,125.709999,127.599998,96.091103,7922200
2010-03-12,127.910004,128.369995,127.510002,127.940002,96.347153,5169500
2010-03-15,127.400002,128.339996,127.279999,127.830002,96.264336,4497700
2010-03-16,128.000000,128.880005,127.449997,128.669998,96.896873,6134900
2010-03-17,128.899994,128.929993,127.360001,127.760002,96.211594,6348400
2010-03-18,127.459999,128.750000,127.449997,128.380005,96.678490,4954400
2010-03-19,127.709999,128.929993,126.779999,127.709999,96.173950,10744300
2010-03-22,127.110001,128.389999,126.570000,127.980003,96.377243,5651900
2010-03-23,127.940002,129.429993,127.639999,129.369995,97.424019,5978500
2010-03-24,128.630005,129.949997,128.470001,128.529999,96.791458,6669300
2010-03-25,129.360001,130.729996,129.130005,129.240005,97.326149,7603200
2010-03-26,128.929993,129.779999,128.720001,129.259995,97.341187,5550800
2010-03-29,129.300003,129.949997,128.259995,128.589996,96.836624,4643000
2010-03-30,128.899994,129.130005,128.250000,128.770004,96.972168,3426600
2010-03-31,128.229996,128.750000,127.650002,128.250000,96.580605,4904800
2010-04-01,128.949997,129.309998,127.550003,128.250000,96.580605,4980500
2010-04-05,128.380005,129.800003,128.139999,129.350006,97.408974,4118700
2010-04-06,128.679993,129.300003,128.050003,128.929993,97.092690,3926300
2010-04-07,128.529999,129.270004,128.009995,128.479996,96.753792,5157000
2010-04-08,128.039993,128.229996,127.199997,127.610001,96.098633,6006900
2010-04-09,127.879997,128.869995,127.120003,128.759995,96.964638,5185100
2010-04-12,128.570007,128.960007,128.240005,128.360001,96.663414,3992300
2010-04-13,128.259995,129.429993,127.839996,129.029999,97.167976,6819100
2010-04-14,129.729996,131.419998,129.460007,131.250000,98.839790,8545800
2010-04-15,130.529999,131.139999,130.190002,130.889999,98.568680,6425300
2010-04-16,130.679993,132.169998,130.250000,130.630005,98.372894,9546200
2010-04-19,130.380005,132.279999,130.380005,132.229996,99.577766,11353700
2010-04-20,129.199997,130.330002,128.259995,129.690002,97.665009,15216500
2010-04-21,129.869995,130.270004,128.500000,128.990005,97.137848,7559200
2010-04-22,128.639999,129.360001,127.769997,129.130005,97.243294,6018500
2010-04-23,129.080002,130.100006,128.710007,129.990005,97.890945,6197300
2010-04-26,129.759995,131.039993,129.539993,130.729996,98.448196,5285400
2010-04-27,129.899994,132.000000,128.710007,128.820007,97.009850,10916700
2010-04-28,129.399994,130.470001,129.029999,130.100006,97.973770,7122300
2010-04-29,130.550003,131.210007,130.149994,130.460007,98.244873,5786900
2010-04-30,130.429993,130.639999,128.839996,129.000000,97.145401,6266700
2010-05-03,129.389999,130.139999,128.800003,129.600006,97.597206,4992100
2010-05-04,128.889999,128.929993,126.570000,128.119995,96.482704,8285000
2010-05-05,127.120003,128.229996,126.870003,127.459999,95.985672,6072800
2010-05-06,126.290001,127.930000,116.000000,123.919998,93.798149,13168800
2010-05-07,123.360001,124.389999,120.000000,122.099998,92.420570,10584800
2010-05-10,126.269997,126.669998,125.059998,126.269997,95.576927,8463900
2010-05-11,125.209999,128.419998,125.150002,126.889999,96.046219,6498900
2010-05-12,127.160004,132.850006,127.010002,132.679993,100.428825,16626900
2010-05-13,130.929993,133.100006,130.850006,131.479996,99.520493,10497800
2010-05-14,131.059998,131.669998,129.410004,131.190002,99.301010,9920100
2010-05-17,130.679993,131.759995,128.699997,130.440002,98.733337,8923400
2010-05-18,131.259995,131.990005,129.899994,129.949997,98.362427,9330000
2010-05-19,129.369995,130.500000,127.820000,128.860001,97.537376,8669300
2010-05-20,127.220001,127.959999,123.680000,123.800003,93.707314,13176500
2010-05-21,122.160004,125.610001,121.400002,125.419998,94.933540,12639500
2010-05-24,125.260002,126.019997,124.040001,124.449997,94.199348,6868600
2010-05-25,121.470001,124.949997,121.470001,124.519997,94.252327,9494800
2010-05-26,124.889999,125.940002,123.000000,123.230003,93.275887,9083200
2010-05-27,125.050003,126.389999,124.769997,126.389999,95.667755,7725900
2010-05-28,125.959999,126.279999,124.290001,125.260002,94.812439,7421900
2010-06-01,124.690002,126.879997,124.199997,124.339996,94.116058,7135400
2010-06-02,124.849998,127.500000,124.349998,127.410004,96.439842,7705300
2010-06-03,127.750000,128.220001,126.459999,127.959999,96.856140,6645300
2010-06-04,126.370003,127.099998,124.669998,125.279999,94.827591,9669200
2010-06-07,125.570000,125.860001,124.129997,124.129997,93.957108,6951400
2010-06-08,124.260002,124.459999,122.820000,123.720001,93.646767,8399200
2010-06-09,124.830002,125.839996,123.580002,123.900002,93.783035,7795500
2010-06-10,125.989998,128.220001,125.800003,127.680000,96.644196,7479700
2010-06-11,126.730003,128.800003,126.440002,128.449997,97.227051,5820200
2010-06-14,128.500000,129.970001,128.490005,128.500000,97.264885,6753000
2010-06-15,128.929993,129.949997,128.369995,129.789993,98.241310,6652500
2010-06-16,128.339996,130.679993,128.339996,130.350006,98.665199,6401000
2010-06-17,130.070007,131.029999,129.860001,130.979996,99.142044,5571000
2010-06-18,131.020004,131.250000,130.130005,130.149994,98.513809,9581400
2010-06-21,131.419998,131.940002,130.220001,130.649994,98.892265,6857800
2010-06-22,130.369995,131.470001,129.070007,129.300003,97.870415,6030200
2010-06-23,129.250000,131.470001,129.089996,130.110001,98.483521,6855800
2010-06-24,129.570007,129.729996,127.699997,128.190002,97.030212,5565500
2010-06-25,128.339996,129.100006,127.120003,127.120003,96.220314,10420400
2010-06-28,127.650002,129.470001,127.220001,128.979996,97.628212,6335100
2010-06-29,127.349998,128.399994,124.120003,125.089996,94.683762,9376200
2010-06-30,124.830002,125.220001,123.000000,123.480003,93.465118,8018000
2010-07-01,123.550003,124.209999,121.610001,122.570000,92.776321,9742100
2010-07-02,123.290001,123.290001,120.610001,121.860001,92.238899,6454500
2010-07-06,123.580002,124.629997,122.169998,123.459999,93.449966,6348700
2010-07-07,123.470001,127.120003,123.470001,127.000000,96.129494,7090300
2010-07-08,127.370003,128.149994,126.739998,127.970001,96.863701,5439300
2010-07-09,127.900002,128.199997,127.290001,127.959999,96.856140,3898000
2010-07-12,127.370003,128.830002,127.160004,128.669998,97.393555,4206900
2010-07-13,128.970001,130.979996,128.690002,130.479996,98.763580,6687700
2010-07-14,129.320007,131.600006,129.139999,130.720001,98.945244,6607200
2010-07-15,129.869995,130.919998,129.550003,130.720001,98.945244,6186800
2010-07-16,129.960007,130.149994,127.849998,128.029999,96.909119,7002900
2010-07-19,128.669998,130.380005,128.369995,129.789993,98.241310,8388600
2010-07-20,122.970001,126.559998,122.930000,126.550003,95.788887,16337400
2010-07-21,126.440002,126.500000,124.620003,125.269997,94.820000,8615500
2010-07-22,126.320000,127.779999,126.050003,127.470001,96.485237,6909000
2010-07-23,127.300003,128.800003,127.000000,128.380005,97.174065,5078000
2010-07-26,128.179993,128.429993,127.139999,128.410004,97.196770,5174900
2010-07-27,128.779999,129.169998,127.889999,128.630005,97.363266,4648200
2010-07-28,128.669998,129.350006,127.879997,128.429993,97.211891,4248800
2010-07-29,129.059998,129.500000,127.139999,128.020004,96.901566,8994200
2010-07-30,127.430000,128.979996,127.040001,128.399994,97.189171,6021000
2010-08-02,129.250000,131.199997,129.250000,130.759995,98.975533,6437500
2010-08-03,130.029999,131.039993,129.330002,130.369995,98.680328,5091800
2010-08-04,130.460007,131.500000,129.850006,131.270004,99.361557,4567500
2010-08-05,130.729996,131.979996,130.529999,131.830002,99.785469,4520600
2010-08-06,130.410004,130.479996,128.759995,130.139999,98.994339,6136200
2010-08-09,130.789993,132.339996,130.399994,132.000000,100.409203,6131700
2010-08-10,131.179993,132.490005,130.770004,131.839996,100.287483,5471700
2010-08-11,130.690002,130.690002,129.460007,129.830002,98.758530,6316100
2010-08-12,127.690002,128.779999,127.519997,128.300003,97.594711,5132200
2010-08-13,127.959999,128.460007,127.330002,127.870003,97.267609,4669400
2010-08-16,127.470001,128.229996,126.959999,127.769997,97.191528,4009200
2010-08-17,128.830002,129.850006,127.900002,128.449997,97.708801,4298300
2010-08-18,128.869995,130.199997,127.800003,129.389999,98.423820,4883200
2010-08-19,128.669998,129.589996,128.020004,128.899994,98.051102,5402400
2010-08-20,128.720001,128.979996,126.959999,127.500000,96.986160,6246300
2010-08-23,127.570000,128.029999,126.440002,126.470001,96.202660,4034400
2010-08-24,125.209999,126.019997,124.570000,124.900002,95.008400,5621200
2010-08-25,124.570000,125.599998,124.000000,125.269997,95.289825,5235300
2010-08-26,125.779999,125.779999,122.779999,122.779999,93.395760,7746600
2010-08-27,123.830002,124.800003,122.419998,124.730003,94.879066,6214200
2010-08-30,125.080002,125.269997,123.400002,123.400002,93.867378,3604000
2010-08-31,123.309998,123.989998,122.279999,123.129997,93.662003,5624200
2010-09-01,125.309998,126.309998,124.519997,125.769997,95.670189,5623100
2010-09-02,126.029999,126.230003,124.650002,125.040001,95.114906,5103300
2010-09-03,126.220001,127.599998,125.900002,127.580002,97.047020,5142900
2010-09-07,126.989998,127.360001,125.879997,125.949997,95.807106,4353300
2010-09-08,126.019997,126.519997,125.389999,126.080002,95.905991,4477500
2010-09-09,127.269997,127.570000,126.150002,126.360001,96.118988,3436700
2010-09-10,126.989998,128.289993,126.260002,127.989998,97.358894,4418700
2010-09-13,128.630005,130.000000,128.520004,129.610001,98.591202,5271300
2010-09-14,128.429993,129.919998,128.429993,128.850006,98.013077,4850500
2010-09-15,128.649994,129.960007,128.539993,129.429993,98.454262,4762500
2010-09-16,129.199997,129.949997,128.800003,129.669998,98.636826,4685000
2010-09-17,129.919998,130.600006,129.699997,130.190002,99.032387,10397400
2010-09-20,130.240005,132.089996,130.110001,131.789993,100.249474,7145500
2010-09-21,131.449997,132.800003,130.779999,131.979996,100.393967,5267900
2010-09-22,131.610001,132.580002,131.399994,132.570007,100.842766,4922400
2010-09-23,131.419998,132.779999,131.220001,131.669998,100.158180,3898800
2010-09-24,132.419998,134.149994,132.339996,134.110001,102.014221,7122400
2010-09-27,133.509995,135.000000,133.509995,134.649994,102.424973,6155400
2010-09-28,134.669998,135.139999,133.710007,134.889999,102.607552,7481300
2010-09-29,134.399994,135.800003,134.339996,135.479996,103.056328,5151200
2010-09-30,135.500000,136.110001,133.669998,134.139999,102.037010,6425800
2010-10-01,135.509995,136.279999,135.089996,135.639999,103.178062,5621200
2010-10-04,135.229996,135.919998,134.389999,135.250000,102.881393,4059900
2010-10-05,136.179993,137.899994,136.119995,137.660004,104.714600,6202500
2010-10-06,136.880005,137.960007,136.830002,137.839996,104.851547,4783000
2010-10-07,137.919998,138.880005,137.520004,138.720001,105.520935,6440800
2010-10-08,138.399994,139.089996,138.059998,138.850006,105.619820,4540800
2010-10-11,138.789993,139.940002,138.639999,139.660004,106.235970,4004300
2010-10-12,138.399994,139.990005,138.270004,139.850006,106.380493,5637300
2010-10-13,139.910004,141.479996,139.779999,140.369995,106.776054,8784300
2010-10-14,140.350006,141.500000,139.690002,141.500000,107.635628,5653100
2010-10-15,142.100006,142.100006,140.539993,141.059998,107.300880,7220400
2010-10-18,140.899994,143.029999,140.839996,142.830002,108.647301,10322700
2010-10-19,137.300003,139.339996,136.699997,138.029999,104.996086,14159100
2010-10-20,138.279999,139.869995,138.130005,139.070007,105.787148,6945500
2010-10-21,139.809998,140.490005,138.399994,139.830002,106.365295,6221200
2010-10-22,140.149994,140.750000,139.460007,139.669998,106.243599,4105300
2010-10-25,140.419998,141.399994,139.809998,139.839996,106.372864,4870000
2010-10-26,139.289993,142.000000,138.529999,140.669998,107.004265,7327100
2010-10-27,139.520004,141.570007,139.000000,141.429993,107.582375,6465300
2010-10-28,141.839996,141.949997,140.419998,140.899994,107.179214,5481600
2010-10-29,140.899994,144.000000,140.750000,143.600006,109.233032,8439300
2010-11-01,143.639999,144.259995,142.320007,143.320007,109.020035,5674600
2010-11-02,143.850006,144.710007,143.710007,143.839996,109.415565,4626400
2010-11-03,144.240005,144.460007,142.630005,144.169998,109.666595,5182100
2010-11-04,144.820007,146.839996,144.710007,146.789993,111.659584,6622500
2010-11-05,145.940002,146.929993,145.669998,146.919998,111.758476,4995800
2010-11-08,145.350006,146.580002,145.250000,146.460007,111.903625,4459700
2010-11-09,146.699997,147.529999,145.630005,146.139999,111.659142,5700600
2010-11-10,146.089996,146.789993,145.630005,146.550003,111.972427,5172000
2010-11-11,144.699997,145.500000,143.350006,145.429993,111.116676,4752200
2010-11-12,144.589996,145.770004,143.550003,143.740005,109.825432,4731500
2010-11-15,143.889999,144.750000,143.270004,143.639999,109.749001,3827700
2010-11-16,142.929993,143.380005,141.179993,142.240005,108.679337,6342100
2010-11-17,142.490005,142.490005,141.389999,141.949997,108.457771,4785900
2010-11-18,143.039993,144.990005,142.750000,144.360001,110.299118,4236200
2010-11-19,144.380005,145.350006,143.990005,145.050003,110.826340,5015900
2010-11-22,144.000000,145.429993,143.559998,145.389999,111.086105,3730700
2010-11-23,144.240005,144.529999,142.330002,143.179993,109.397568,4570300
2010-11-24,143.949997,146.440002,143.820007,145.809998,111.407021,4874100
2010-11-26,145.300003,145.300003,143.570007,143.899994,109.947647,2081300
2010-11-29,143.529999,143.669998,141.500000,142.889999,109.175964,5040300
2010-11-30,142.240005,142.759995,141.279999,141.460007,108.083397,7674800
2010-12-01,143.610001,145.130005,143.509995,144.410004,110.337364,6822800
2010-12-02,144.330002,145.850006,144.300003,145.179993,110.925621,5374000
2010-12-03,144.250000,145.679993,144.250000,145.380005,111.078484,3710600
2010-12-06,144.539993,145.869995,144.520004,144.990005,110.780472,3321800
2010-12-07,146.020004,146.300003,143.869995,144.020004,110.039337,4828600
2010-12-08,144.350006,145.649994,143.839996,144.979996,110.772835,4961400
2010-12-09,145.940002,145.940002,143.520004,144.300003,110.253281,4405300
2010-12-10,144.880005,144.949997,143.729996,144.820007,110.650612,3503800
2010-12-13,145.139999,145.399994,144.210007,144.279999,110.238007,4741000
2010-12-14,144.259995,146.009995,144.259995,145.820007,111.414696,4800800
2010-12-15,145.130005,145.720001,144.309998,144.720001,110.574173,4447400
2010-12-16,144.839996,145.320007,144.149994,144.550003,110.444290,4178600
2010-12-17,144.690002,145.500000,144.399994,145.000000,110.788109,10027000
2010-12-20,145.389999,145.539993,144.389999,144.509995,110.413712,3995000
2010-12-21,144.990005,145.990005,144.330002,145.740005,111.353531,3777100
2010-12-22,145.660004,146.399994,145.580002,145.949997,111.513962,3388800
2010-12-23,145.889999,146.330002,145.330002,145.889999,111.468163,2424500
2010-12-27,145.119995,145.699997,145.000000,145.339996,111.047897,2314700
2010-12-28,145.309998,146.149994,145.059998,145.710007,111.330627,2699600
2010-12-29,146.000000,147.500000,145.710007,146.520004,111.949478,3661100
2010-12-30,146.360001,147.110001,146.250000,146.669998,112.064079,3039100
2010-12-31,146.729996,147.070007,145.960007,146.759995,112.132858,2969800
2011-01-03,147.210007,148.199997,147.139999,147.479996,112.682991,4603800
2011-01-04,147.559998,148.220001,146.639999,147.639999,112.805244,5060100
2011-01-05,147.339996,147.479996,146.729996,147.050003,112.354431,4657400
2011-01-06,147.130005,148.789993,146.820007,148.660004,113.584595,5029200
2011-01-07,148.789993,148.860001,146.940002,147.929993,113.026810,4135700
2011-01-10,147.580002,148.059998,147.229996,147.639999,112.805244,3633400
2011-01-11,148.199997,148.350006,146.750000,147.279999,112.530159,4163600
2011-01-12,147.990005,149.289993,147.669998,149.100006,113.920769,4091500
2011-01-13,149.240005,149.289993,148.250000,148.820007,113.706810,3445800
2011-01-14,148.889999,150.000000,148.470001,150.000000,114.608414,4544200
2011-01-18,149.820007,151.460007,149.380005,150.649994,115.105042,9176900
2011-01-19,153.259995,156.130005,152.830002,155.690002,118.955887,12141000
2011-01-20,154.529999,155.960007,154.449997,155.800003,119.039932,7439900
2011-01-21,156.399994,156.779999,154.960007,155.500000,118.810730,7009000
2011-01-24,155.419998,159.789993,155.330002,159.630005,121.966255,7285100
2011-01-25,159.210007,164.350006,159.000000,161.440002,123.349190,8260800
2011-01-26,161.669998,161.899994,160.419998,161.039993,123.043533,5353100
2011-01-27,161.429993,162.179993,160.860001,161.070007,123.066505,4878300
2011-01-28,161.050003,161.919998,158.669998,159.210007,121.645355,6725600
2011-01-31,159.179993,162.000000,158.679993,162.000000,123.777077,7197200
2011-02-01,162.110001,163.940002,162.000000,163.559998,124.968994,5831300
2011-02-02,163.399994,163.600006,162.610001,163.300003,124.770370,3904000
2011-02-03,163.160004,164.199997,162.809998,163.529999,124.946068,4683400
2011-02-04,163.479996,164.139999,163.220001,164.000000,125.305237,3755200
2011-02-07,164.080002,164.990005,164.020004,164.820007,125.931763,4928100
2011-02-08,164.820007,166.250000,164.320007,166.050003,127.373825,5612600
2011-02-09,165.619995,165.970001,164.100006,164.649994,126.299911,4633600
2011-02-10,163.899994,165.000000,163.179993,164.089996,125.870361,5737800
2011-02-11,163.979996,165.009995,163.309998,163.850006,125.686295,5185200
2011-02-14,164.179993,164.380005,162.850006,163.220001,125.203011,4129800
2011-02-15,162.889999,163.570007,162.520004,162.839996,124.911484,3768700
2011-02-16,163.330002,163.600006,162.750000,163.399994,125.341042,3216000
2011-02-17,163.300003,164.669998,162.850006,164.240005,125.985428,3230500
2011-02-18,164.460007,164.839996,164.100006,164.839996,126.445663,4245000
2011-02-22,163.570007,164.259995,161.779999,161.949997,124.228775,5209300
2011-02-23,161.809998,162.679993,160.139999,160.179993,122.871056,5998100
2011-02-24,159.630005,161.270004,159.029999,160.770004,123.323647,5707500
2011-02-25,161.059998,162.339996,160.860001,162.279999,124.481941,4518400
2011-02-28,162.360001,162.990005,161.240005,161.880005,124.175125,4773000
2011-03-01,163.149994,163.149994,159.880005,159.970001,122.709976,4382800
2011-03-02,159.429993,161.110001,159.410004,160.160004,122.855759,3413000
2011-03-03,161.419998,164.000000,161.270004,163.479996,125.402405,4057800
2011-03-04,163.399994,164.309998,160.649994,161.830002,124.136734,4910700
2011-03-07,161.600006,162.979996,158.850006,159.929993,122.679314,5312000
2011-03-08,159.699997,163.429993,159.210007,162.279999,124.481941,5384800
2011-03-09,163.470001,167.720001,163.279999,165.860001,127.228065,9086600
2011-03-10,164.639999,164.669998,161.380005,162.020004,124.282478,7041400
2011-03-11,162.399994,163.240005,160.839996,162.429993,124.596985,4271000
2011-03-14,161.160004,161.979996,160.089996,161.389999,123.799217,4300500
2011-03-15,157.350006,159.639999,156.880005,159.020004,121.981255,6475800
2011-03-16,156.520004,156.979996,151.710007,153.000000,117.363403,12195300
2011-03-17,154.000000,154.500000,152.699997,154.179993,118.268570,7376400
2011-03-18,156.500000,156.949997,154.320007,155.889999,119.580330,11450000
2011-03-21,157.639999,159.630005,157.070007,157.679993,120.953339,5784000
2011-03-22,158.559998,158.610001,157.520004,158.000000,121.198845,4311400
2011-03-23,158.000000,160.080002,157.529999,159.529999,122.372467,4782500
2011-03-24,160.229996,160.710007,158.839996,160.039993,122.763649,5145800
2011-03-25,160.979996,162.740005,160.759995,162.179993,124.405220,5348100
2011-03-28,161.539993,162.580002,161.119995,161.369995,123.783913,3972800
2011-03-29,161.339996,163.089996,161.149994,162.880005,124.942169,3456700
2011-03-30,163.550003,163.990005,163.020004,163.600006,125.494492,3394100
2011-03-31,163.399994,164.059998,163.070007,163.070007,125.087929,3860800
2011-04-01,163.699997,164.419998,163.039993,164.270004,126.008438,4381900
2011-04-04,164.419998,164.729996,163.580002,164.250000,125.993088,3225100
2011-04-05,163.809998,164.699997,163.619995,163.990005,125.793655,3612000
2011-04-06,164.339996,164.750000,163.809998,164.039993,125.832031,3774800
2011-04-07,164.100006,164.550003,163.279999,164.380005,126.092796,3666700
2011-04-08,164.350006,164.380005,163.160004,164.050003,125.839676,3324100
2011-04-11,163.440002,164.000000,163.110001,163.949997,125.762924,4139000
2011-04-12,163.360001,163.770004,162.300003,163.250000,125.225983,3860600
2011-04-13,163.970001,164.929993,163.660004,163.949997,125.762924,4181900
2011-04-14,163.839996,165.360001,163.160004,164.970001,126.545372,4699100
2011-04-15,165.000000,166.339996,164.869995,166.210007,127.496582,5287400
2011-04-18,164.639999,166.160004,162.860001,165.940002,127.289474,6160700
2011-04-19,165.710007,166.380005,164.440002,165.399994,126.875214,6547100
2011-04-20,163.100006,165.889999,162.190002,164.750000,126.376610,10891800
2011-04-21,165.630005,168.449997,164.860001,168.279999,129.084442,6158400
2011-04-25,167.649994,168.770004,167.229996,167.669998,128.616531,3583800
2011-04-26,167.990005,169.199997,167.399994,168.490005,129.245529,7300000
2011-04-27,168.610001,170.589996,168.460007,170.369995,130.687607,5299700
2011-04-28,169.990005,171.380005,169.699997,170.779999,131.002075,5087700
2011-04-29,171.100006,173.000000,170.479996,170.580002,130.848709,5587700
2011-05-02,172.110001,173.539993,171.490005,172.149994,132.053024,5396200
2011-05-03,172.000000,173.479996,171.229996,172.869995,132.605316,5007700
2011-05-04,172.360001,172.619995,169.589996,170.619995,130.879410,6890300
2011-05-05,170.470001,170.869995,167.500000,168.460007,129.222458,7332000
2011-05-06,169.029999,170.149994,168.240005,168.889999,130.131714,4839400
2011-05-09,168.389999,169.850006,168.309998,169.100006,130.293518,3594800
2011-05-10,169.250000,170.899994,169.220001,170.380005,131.279770,4934800
2011-05-11,170.300003,170.520004,167.820007,169.500000,130.601715,4663200
2011-05-12,169.649994,172.770004,168.649994,172.240005,132.712875,5138500
2011-05-13,171.699997,172.149994,169.440002,169.919998,130.925323,5167400
2011-05-16,169.809998,170.639999,168.309998,168.860001,130.108612,4662200
2011-05-17,167.850006,171.410004,166.529999,170.500000,131.372223,8773200
2011-05-18,170.100006,171.190002,169.460007,170.440002,131.325989,4154300
2011-05-19,170.860001,171.399994,169.320007,170.589996,131.441544,3538300
2011-05-20,170.399994,171.149994,169.380005,170.160004,131.110291,4869900
2011-05-23,168.580002,168.690002,167.070007,168.259995,129.646286,5144000
2011-05-24,168.500000,168.669998,167.509995,167.990005,129.438248,4643600
2011-05-25,167.630005,168.399994,167.509995,167.750000,129.253311,3882100
2011-05-26,167.460007,167.500000,165.899994,167.179993,128.814102,5771300
2011-05-27,167.910004,168.470001,167.000000,167.500000,129.060699,3277600
2011-05-31,168.440002,169.889999,167.820007,168.929993,130.162491,9123400
2011-06-01,168.899994,169.580002,166.500000,166.559998,128.336441,5134600
2011-06-02,166.440002,167.100006,165.710007,166.089996,127.974281,3854100
2011-06-03,164.300003,165.889999,164.130005,165.050003,127.172958,5230500
2011-06-06,164.759995,165.580002,164.270004,164.750000,126.941757,3619700
2011-06-07,165.110001,165.240005,163.610001,163.690002,126.125038,4187000
2011-06-08,163.270004,164.850006,163.259995,164.339996,126.625870,3850800
2011-06-09,165.009995,165.960007,164.759995,164.839996,127.011131,4299800
2011-06-10,164.570007,164.839996,162.869995,163.179993,125.732071,4683300
2011-06-13,164.440002,164.460007,162.729996,163.169998,125.724365,5099200
2011-06-14,163.869995,164.570007,163.649994,164.119995,126.456352,7050000
2011-06-15,162.750000,163.410004,161.520004,162.330002,125.077148,5225600
2011-06-16,162.059998,163.630005,161.779999,162.669998,125.339111,4861100
2011-06-17,164.240005,165.100006,163.580002,164.440002,126.702919,7149700
2011-06-20,163.699997,165.610001,163.589996,165.020004,127.149803,3956100
2011-06-21,165.199997,166.750000,164.000000,166.220001,128.074417,5387300
2011-06-22,165.589996,166.809998,165.100006,165.679993,127.658310,3960500
2011-06-23,164.059998,166.729996,163.800003,166.119995,127.997375,5271500
2011-06-24,165.850006,165.940002,164.570007,165.070007,127.188362,4402600
2011-06-27,165.740005,168.240005,165.210007,167.619995,129.153168,4446700
2011-06-28,168.330002,170.699997,168.009995,170.009995,130.994690,4850000
2011-06-29,170.610001,170.860001,169.820007,170.539993,131.403030,3817100
2011-06-30,171.110001,172.449997,170.750000,171.550003,132.181259,5105200
2011-07-01,171.610001,174.649994,171.490005,174.539993,134.485062,5181700
2011-07-05,173.520004,175.429993,173.520004,175.429993,135.170853,4586500
2011-07-06,175.190002,177.770004,175.089996,177.710007,136.927597,5885900
2011-07-07,176.779999,177.270004,176.119995,176.479996,135.979889,5905600
2011-07-08,175.490005,176.490005,175.009995,176.490005,135.987579,4399900
2011-07-11,174.899994,176.149994,174.610001,174.990005,134.831802,4766500
2011-07-12,174.929993,175.369995,173.889999,174.050003,134.107529,5036800
2011-07-13,174.899994,176.320007,174.000000,174.320007,134.315567,4074800
2011-07-14,174.399994,176.100006,173.839996,174.229996,134.246216,4613100
2011-07-15,175.080002,175.940002,174.070007,175.539993,135.255615,5347100
2011-07-18,174.729996,176.460007,173.580002,175.279999,135.055206,8879700
